Title,Year,Rating,Directors,Stars,Votes,Gross Worldwide,Production Company,total_minute,Genre_Cleaned,Primary_Language
Hi Nanna,2023,8.2,Shouryuv,"Mrunal Thakur,Kiara Khanna",20000,210780.0,Vyra Entertainments,155,"Drama, Family, Romance",Telugu
Guntur Kaaram,2024,5.4,Trivikram Srinivas,"Mahesh Babu,Meenaakshi Chaudhary",25000,608300.0,"Haarika & Hassine Creations, Sithara Entertainments",159,"Action, Drama",Telugu
Shivangi Lioness,2025,8.1,Devaraj Bharani Dharan,Unknown,1600,366674.0,First Copy Movies,140,"Drama, Thriller",Telugu
Gaami,2024,6.4,Vidyadhar Kagita,"Vishwak Sen,Mohammad Samad",2000,76717.0,"Clown Pictures, Karthik Kult Kreations, Swetha Vahini Studios",147,"Mystery, Sci-Fi, Thriller",Telugu
HIT: The 2nd Case,2022,7.1,Sailesh Kolanu,"Adivi Sesh,Meenaakshi Chaudhary,Rao Ramesh",7600,742389.0,"Wall Poster Cinema, B4U Motion Pictures",150,"Drama, Mystery, Thriller",Telugu
Magadheera,2009,7.7,S.S. Rajamouli,"Ram Charan,Kajal Aggarwal,Dev Gill",26000,481860.0,Geetha Arts,166,"Drama, Fantasy, Romance",Telugu
Godfather,2022,5.1,Mohan Raja,Salman Khan,7900,18737287.0,"Konidela Production Company, Super Good Films",157,"Action, Crime, Drama",Telugu
Laila,2025,2.5,Ram Narayan,"Sunaina Badam,Mallesh Balast,Kamakshi Bhaskarla",500,16247.0,Shine Screens,135,"Comedy, Drama, Romance",Telugu
Baby,2023,7.1,Sai Rajesh Neelam,"Anand Deverakonda,Vaishnavi Chaitanya,Viraj Ashwin",8700,55115.0,Mass Movie Makers,175,"Drama, Romance",Telugu
Skanda- The Attacker,2023,4.2,Boyapati Srinu,"Ram Pothineni,Saiee Manjrekar",3100,56591.0,"Srinivasaa Silver Screen, Zee Studios",167,"Action, Drama, Romance",Telugu
Arya 2,2009,7.5,Sukumar,"Allu Arjun,Kajal Aggarwal,Navdeep",8100,481860.0,Aditya Arts,155,"Action, Romance",Telugu
Arjun Reddy,2017,7.9,Sandeep Reddy Vanga,"Vijay Deverakonda,Shalini Pandey,Jia Sharma",29000,145522.0,Bhadrakali Pictures,182,"Drama, Romance",Telugu
Rangasthalam,2018,8.2,Sukumar,"Ram Charan,Samantha Ruth Prabhu",29000,551820.0,Mythri Movie Makers,170,"Period Drama, Action, Drama",Telugu
Mazaka,2025,5.0,Trinadha Rao Nakkina,"Murli Sharma,Sundeep Kishan",351,30139.0,"AK Entertainments, Hasya Movies, Zee Studios",128,Comedy,Telugu
Adipurush,2023,2.7,Om Raut,"Kriti Sanon,Saif Ali Khan",135000,1077952.0,"RKB Creative, Retrophiles, T-Series Films",179,"Epic, Action, Drama",Telugu
Krack,2021,6.9,Gopichand Malineni,"Ravi Teja,Shruti Haasan,Sudhakar Komakula",7600,10435375.0,Saraswathi Films Division,154,"Action, Drama",Telugu
Geetha Govindam,2018,7.7,Parasuram,"Vijay Deverakonda,Rashmika Mandanna",17000,320366.0,GA2 Pictures,142,"Comedy, Drama, Romance",Telugu
Tantra,2024,5.1,Srinivas Gopisetti,"Ananya Nagalla,Dhanush Raghumudri,Temper Vamsi",2400,1021.0,"Be The Way Films, First Copy Movies, Vizag Film Factory",136,Horror,Telugu
Maharshi,2019,7.1,Vamshi Paidipally,"Mahesh Babu,Allari Naresh,Pooja Hegde",11000,595200.0,"PVP Cinema, Sri Venkateswara Creations, Vyjayanthi Movies",176,"Action, Drama",Telugu
Bharat Ane Nenu,2018,7.4,Koratala Siva,"Mahesh Babu,Kiara Advani,Prakash Raj",19000,3276257.0,DVV Entertainment,173,"Action, Drama, Thriller",Telugu
Jersey,2019,8.5,Gowtam Tinnanuri,Shraddha Srinath,25000,204669.0,Sithara Entertainments,157,"Drama, Sport",Telugu
Naa Peru Surya Na Illu India,2018,6.7,Vakkantham Vamsi,"Allu Arjun,Arjun Sarja",8800,292395.0,Ramalakshmi Cine Creations,163,"Drama, Action",Telugu
Eagle,2024,5.9,Karthik Gattamneni,"Ravi Teja,Anupama Parameswaran",4900,76565.0,People Media Factory,159,"Action, Thriller",Telugu
Mangalavaram,2023,6.8,Ajay Bhupathi,"Payal Rajput,Nandita Shwetha,Divya Pillai",3800,39204.0,"A Creative Works, Mudhra Creative Works",149,"Action, Horror, Thriller",Telugu
Racharikam,2025,7.8,Suresh Lankalapalli,"Mahaboob Basha,Vijay Ram Raju,Apsara Rani",2100,1501016.5,Chill Bross Entertainments,135,Romance,Telugu
Eega,2012,7.7,S.S. Rajamouli,Samantha Ruth Prabhu,29000,481860.0,"PVP Cinema, Vaarahi Chalana Chitram, Vel Records",145,"Drama, Fantasy, Musical",Telugu
Pokiri,2006,8.0,Puri JAgannadh,"Mahesh Babu,Ilean Dcruz,Prakash Raj",16000,93651.0,"Indira Productions, Vaishno Academy",164,"Action, Crime, Thriller",Telugu
Yashoda,2022,6.5,Harish NarayanK. Hari Shankar,"Samantha Ruth Prabhu,Unni Mukundan,Varalaxmi Sarathkumar",12000,267026.0,Sridevi Movies,135,"Crime, Sci-Fi, Thriller",Telugu
Tillu Square,2024,6.6,Mallik Ram,"Anupama Parameswaran,Sidhu Jonnalagadda,Priyanka Jawalkar",3400,2250679.0,"Fortune Four Cinemas, Sithara Entertainments",137,"Crime, Drama, Romance",Telugu
Mithunam,2012,8.1,Tanikella Bharani,"S.P. Balasubrahmanyam,Alkshmi,Balasubramanyam",383,10950395.0,AMR Productions,120,"Drama, Family",Telugu
Veera Simha Reddy,2023,4.8,Gopichand Malineni,"Nandamuri Balakrishna,Shruti Haasan,Honey Rose",6500,290134.0,Mythri Movie Makers,170,"Action, Drama",Telugu
Gandeevadhari Arjuna.,2023,5.4,Praveen Sattaru,"Lavanya Tripathi,Sakshi Vaidya",4400,29952.0,"Cloud9 Studio, Film the Agency, Sri Venkateswara Cine Chitra",137,"Action, Thriller",Telugu
Siddharth Roy,2024,6.3,V Yeshasvi,"Gaurav Mahaur,Kalyani Natarajan,Tanvi Negi",2900,616333.0,"Shree Radha Damodar Studios, Vihaan & Vihin Creations",148,"Drama, Romance",Telugu
Deyyam,2021,7.0,Ram Gopal Varma,"Tanikella Bharani,Swathi Deekshith,Swati Dixit",923,1021.0,"Nattis Entertainments, Pegasus Cinecorp",98,Horror,Telugu
Jodhaa Akbar,2008,7.5,Ashutosh Gowariker,"Hrithik Roshan,Aishwarya Rai Bachchan,Sonu Sood",36000,26935618.0,"Ashutosh Gowariker Productions, UTV Motion Pictures",213,"History, Romance, War",Hindi
Chhichhore,2019,8.3,Nitesh Tiwari,"Sushant Singh Rajput,Shraddha Kapoor,Varun Sharma",68000,3311391.0,"Fox STAR Studios, Fox STAR Studios, Nadiadwala Grandson Entertainment",143,"Comedy, Drama, Romance",Hindi
Laila Majnu,2018,7.7,Sajid Ali,"Avinash Tiwary,Triptii Dimri,Sumit Kaul",8300,481860.0,"Balaji Telefilms, KJ Productions, Pi Films",140,"Tragic Romance, Drama, Romance",Hindi
Drishyam 2,2022,8.2,Abhishek Pathak,"Ajay Devgn,Akshaye Khanna",49000,2973347.0,"Viacom18 Studios, Panorama Studios, T-Series Films",140,"Drama, Mystery, Thriller",Hindi
Pathan,2023,5.8,Siddharth Anand,"Shah Rukh Khan,Deepika Padukone,John Abraham",161000,112583450.0,Yash Raj Films,146,"Action, Adventure, Thriller",Hindi
Ghajini,2008,7.4,A.R. Murugadoss,"Aamir Khan,Asin Thottumkal,Jiah Khan",69000,38316584.0,Geetha Arts,186,"Action, Mystery, Thriller",Hindi
Gangubai Kathiawadi,2022,7.8,Sanjay Leela Bhansali,"Alia Bhatt,Shantanu Maheshwari,Vijay Raaz",64000,3271210.0,"Bhansali Productions, Pen Studios",152,"Biography, Crime, Drama",Hindi
Article 370,2024,7.8,Aditya Suhas Jambhale,"Yami Gautam,Vaibhav Tatwawadi",25000,13222021.0,"B62 Studios, Jio Studios",158,"Action, Drama, Thriller",Hindi
Welcome Home,2020,7.3,Pushkar Sunil Mahabal,"Kashmira Irani,Swarda Thigale,Shashi Bhushan",5200,1444020.0,"Monolith, Playtime Creations",126,"Drama, Horror, Thriller",Hindi
Don 2,2011,7.1,Farhan Akhtar,"Shah Rukh Khan,Florian Lukas,Om Puri",60000,6913518.0,"Excel Entertainment, Landmark Production, Pixion Studio",148,"Action, Crime, Thriller",Hindi
Chup,2022,7.5,R Balki,"Dulquer Salmaan,Shreya Dhanwanthary,Sunny Deol",26000,1154366.0,Hope Productions,135,"Horror, Mystery, Thriller",Hindi
The Kashmir Files,2022,8.5,Vivek Agnihotri,"Mithuna Chakraborty,Anupam kher,Darshan kumaar",576000,24821898.0,"Zee Studios, Abhishek Agarwal Arts, I Am Buddha",170,"Drama, Tragedy",Hindi
Mohabbatein,2000,7.0,Aditya Chopra,"Amitabh Bachchan,Shah Rukh Khan,Aishwarya Rai Bachchan",35000,4279351.0,Yash Raj Films,216,"Drama, Musical, Romance",Hindi
Laal Singh Chaddha,2022,5.6,Advait Chandan,"Aamir Khan,Ahmad ibn Umar,Kareena kapoor",180000,12093536.0,"Aamir Khan Productions, Nagaada Film Studio, Viacom18 Studios",159,"Comedy, Drama, Romance",Hindi
Piku,2015,7.6,Shoojit Sircar,"Deepika Padukone,Amitabh Bachchan,Irrfan Khan",35000,2452343.0,"MSM Motion Pictures, Rising Sun Films, Saraswati Entertainment",123,"Adventure, Comedy, Drama",Hindi
I Want to Talk,2024,7.1,Shoojit Sircar,"Abhishek Bachchan,Ahilya Bamroo,Nirvan Patnaik",2100,14223.0,"Kino Works, Rising Sun Films",122,Drama,Hindi
Sultan,2016,7.1,Ali Abbas Zafar,"Salman Khan,Anushka Sharma,Randeep Hooda",55000,98251790.0,Yash Raj Films,170,"Drama, Romance, Sport",Hindi
Gadar2,2023,5.1,Anil Sharma,"Sunny Deol,Ameesha Patel,Utkarsh Sharma",23000,1740275.0,"Anil Sharma Productions, M.M. Moviez, Zee Studios",170,"Adventure, Drama, Thriller",Hindi
The Crew,2024,5.8,Rajesh A Krishnan,"Kareena Kapoor,Kriti Sanon",37000,4006016.0,"Anil Kapoor Film Company, Balaji Films",118,"Satire, Comedy, Drama",Hindi
Ugly,2013,7.9,Anurag Kashyap,"Rahul Bhat,Ronit Roy,Tejaswini Kolhapure",24000,1061366.5,"DAR Motion Pictures, Phantom Films",128,"Drama, Mystery, Thriller",Hindi
Welcome,2007,7.1,Anees BazmeeMayur K. Barot,"Akshay Kumar,Katrina Kaif,Nana Patekar",27000,31203567.0,"A.G. Films, Base Industries Group, Indian Film Company (II)",150,"Crime, Drama, Romance",Hindi
Kabhi Khushi Kabhie Gham...,2001,7.4,Karan Johar,"Shah Rukh Khan,Amitabh Bachchan",59000,11336308.0,Dharma Productions,210,"Drama, Musical, Romance",Hindi
Savi,2024,6.1,Abhinay Deo,"Divya Khossla,Harshvardhan Rane,Mairaaj Kakkar",35000,7399.0,"Vishesh Entertainment, Mishty Productions, Super Cassettes Industries Limited (T-Series)",126,"Drama, Romance, Thriller",Hindi
Dilwale,2015,5.1,Rohit Shetty,"Shah Rukh Khan,Varun Dhawan",40000,31994323.0,"Red Chillies Entertainment, Redchillies.VFXRohit Shetty Productions",158,"Comedy, Drama, Romance",Hindi
Pink,2016,8.0,Aniruddha Roy Chowdhury,"Amitabh Bachchan,Taapsee Pannu,Kirti Kulhari",50000,180180.0,"NH Studioz, Rashmi Sharma Telefilms",136,"Crime, Drama, Thriller",Hindi
Mom,2017,7.2,Ravi Udyawar,"Sajal Ali,Akshaye Khanna",13000,20642399.0,Betterfly Films,146,"Crime, Drama, Thriller",Hindi
Bhakshak,2024,7.2,Pulkit,"Bhumi Pednekar,Sanjay Mishra,Aditya Srivastav",7200,131028.0,Red Chillies Entertainment,134,"Crime, Drama",Hindi
Bade Miyan Chote Miyan,2024,3.7,Ali Abbas Zafar,"Akshay Kumar,Prithviraj Sukumaran,Tiger Shroff",39000,2635333.0,"AAZ Films, Pooja Entertainment & Films",163,"Adventure, Sci-Fi, Thriller",Hindi
An Action Hero,2022,7.0,Anirudh Iyer,"Ayushmann Khurrana,Jaideep Ahlawat,Gautam Joglekar",33000,202678.0,"4K Inc, Cars on Film, Colour Yellow Productions",130,"Comedy, Crime, Thriller",Hindi
A Wednesday,2008,8.1,Neeraj PandeyRitesh Kumar,"Anupam Kher,Naseeruddin Shah,Virendra Saxena",84000,3256911.0,"Anjum Rizvi Film Company, Friday Filmworks, UTV Motion Pictures",104,"Drama, Mystery, Thriller",Hindi
Despatch,2024,4.3,Kanu Behl,"Manoj Bajpayee,Shahana Goswami,Arrchita Agarwaal",4400,366674.0,"Clockwork Film, RSVPSkywalk Films",153,"Drama, Thriller",Hindi
Agni,2024,7.2,Rahul Dholakia,"Pratik Gandhi,Divyendu Sharma,Jitendra Joshi",15000,595200.0,Excel Entertainment,122,"Action, Drama",Hindi
Dhoom:3,2013,5.4,Vijay Krishna Acharya,"Aamir Khan,Katrina Kaif,Abhishek Bachchan",51000,88031955.0,"Yash Raj Films, Counter, Punch Studios, Curbside Films",172,"Crime, Drama, Thriller",Hindi
Sanju,2018,7.6,Rajkumar Hirani,"Ranbir Kapoor,Paresh Rawal,Manisha Koirala",64000,76693052.0,"Fluiidmask Studios, Rajkumar Hirani Films, Vinod Chopra Productions",155,"Biography, Comedy, Drama",Hindi
Bajirao Mastani,2015,7.3,Sanjay Leela Bhansali,"Ranveer Singh,Deepika Padukone,Priyanka Chopra Jonas",40000,11351628.0,"Bhansali Productions, Eros Worldwide",158,"History, Romance, War",Hindi
Ek Tha Tiger,2012,5.7,Kabir Khan,"Salman Khan,Katrina Kaif,Girish Karnad",40000,5543117.0,"Counter, Punch Studios, Fantastic Films, Prime Focus",132,"Drama, Romance, Thriller",Hindi
Bhaag Milkha bhaag,2013,8.2,Rakeysh Omprakash Mehra,"Farhan Akhtar,Kousi Orfahli,Deepak Singh Rawat",74000,17551296.0,"Rakeysh Omprakash Mehra Pictures, Viacom18 Motion Pictures",186,"Biography, Drama, Sport",Hindi
Hichki,2018,7.5,Siddharth P Malhotra,"Riya Shukla,Rani Mukerji,Rohit Saraf",15000,26055222.0,Yash Raj Films,116,"Comedy, Drama",Hindi
Sri,2024,7.4,Tushar Hiranandani,Rajkummar Rao,14000,137508.0,"Alphaneon Studioz, Chalk and Cheese Films, T-Series Films",134,"Biography, Drama",Hindi
Do Aur Do Pyaar,2024,6.4,Shirsha Guha Thakurta,"Vidya Balan,Pratik Gandhi",12000,22232.0,"Applause Entertainment Ltd.Ellipsis Entertainment, Post Cartel",140,"Comedy, Drama, Romance",Hindi
Ra.One,2011,4.9,Anubhav Sinha,"Shah Rukh Khan,Kareena Kapoor,Arjun Rampal",49000,35911689.0,"Red Chillies Entertainment, Eros Worldwide, Prana Studios",156,"Action, Sci-Fi, Thriller",Hindi
Shershaah,2021,8.3,Vishnuvardhan,"Sidharth Malhotra,Kiara Advai, Shiv Panditt",132000,1738671.0,"Dharma Productions, Kaash Entertainment",135,"Biography, Drama, War",Hindi
Bajrangi Bhaijaan,2015,8.1,Kabir Khan,"Salman Khan,Harshaali Malhotra,Nawazuddin Siddiqui",104000,121126188.0,"Eros Worldwide, Eruk Films, Kabir Khan Films",163,"Adventure, Comedy, Drama",Hindi
Uri: The Surgical Strike,2019,8.2,Aditya Dhar,"Vicky Kaushal,Paresh Rawal,Mohit Raina",76000,39346577.0,"Bulb Chamka, RSVP",138,"Drama, History, War",Hindi
Rang De Basanti,2006,8.1,Rakeysh Omprakash Mehra,"Aamir Khan,Soha Ali Khan",124000,10800778.0,"ROMPRakeysh Omprakash Mehra Pictures, UTV Motion Pictures",167,"Comedy, Crime, Drama",Hindi
Bholaa,2023,5.8,Ajay Devgn,"Ajay Devgn,Abhishek Bachchan",23000,137987.0,"Ajay Devgn Ffilms, Archis Films, Dream Warrior Pictures",144,"Crime, Drama, Thriller",Hindi
Sir,2018,7.7,Rohena Gera,"Tillotama Shome,Vivek Gomber,Geetanjali Kulkarni",9100,1050318.0,"Ciné-Sud Promotion, Inkpot Films Private Limited",99,"Drama, Romance",Hindi
Kick,2014,6.0,Sajid Nadiadwala,"Salman Khan,Jacqueline Fernandez,Nawazuddin Siddiqui",74000,43996483.0,"Muranów, Nadiadwala Grandson Entertainment, Prime Focus World",146,"Comedy, Crime, Thriller",Hindi
War,2019,6.6,Siddharth Anand,"Hrithik Roshan,Tiger Shroff,Vaani Kapoor",36000,67179155.0,"Reverie Entertainment, Yash Raj Films",151,"Action, Adventure, Thriller",Hindi
The Sabarmati Report,2024,6.4,Dheeraj Sarna,"Vikrant Massey,Raashi Khanna,Ridhi Dogra",24000,77045.0,"Moral of the Story, Balaji Motion Pictures, Balaji Motion Pictures",127,"Crime, Drama, Thriller",Hindi
Ground Zero,2025,7.6,Tejas Prabha Vijay Deoskar,"Emraan Hashmi,Sai Tamhankar,Aeklavya Tomer",2800,13197.0,"Excel Entertainment, Talisman Films",134,"Action, Drama, History",Hindi
Vikram Vedha,2022,7.1,GayatriPushkar,"Saif Ali Khan,Hrithik Roshan,Radhika Apte",25000,8234166.0,"Y Not Studios, Friday Filmworks, T-Series",160,"Crime, Drama, Thriller",Hindi
Ohm Shanti Ohm,2007,6.8,Farah Khan,"Shah Rukh Khan,Deepika Padukone,Arjun Rampal",52000,39997274.0,Red Chillies Entertainment,162,"Musical, Romance, Thriller",Hindi
Dhoom 2,2006,6.6,Sanjay Gadhvi,"Hrithik Roshan,Abhishek Bachchan,Aishwarya Rai Bachchan",31000,32396427.0,Yash Raj Films,152,"Action, Crime, Thriller",Hindi
Tere Naam,2003,7.2,Satish Kaushik,"Salman Khan,Bhoomika Chawla,Sachin Khedekar",22000,2663172.0,"MD Productions, Orion Pictures",132,"Action, Drama, Romance",Hindi
Only One Man Is Enough,2023,8.0,Apoorv Singh Karki,"Manoj Bajpayee,Adrija Sinha,Surya Mohan Kulshreshtha",30000,327.0,"Bhanushali Studios Limited, Practical Productions, Zee Studios",132,"Crime, Drama, Thriller",Hindi
Rocky Aur Rani Kii Prem Kahaani,2023,6.5,Karan Johar,"Ranveer Singh,Alia Bhatt",44000,5627462.0,Dharma Productions,168,"Drama, Family, Romance",Hindi
Tiger 3,2023,5.7,Maneesh Sharma,"Salman Khan,Katrina Kaif,Emraan Hashmi",55000,11713932.0,Yash Raj Films,155,"Action, Adventure, Thriller",Hindi
Munna Bhai M.B.B.S.,2003,8.1,Rajkumar Hirani,"Sanjay Dutt,Arshad Warsi,Gracy Singh",92000,3137716.0,Vinod Chopra Productions,156,"Drama, Comedy",Hindi
Pihu,2016,6.7,Vinod Kapri,"Rahul Bagga,Pihu Myra Vishwakarma,Prerna Vishwakarma",3100,44145.0,"Jio Studios, RSVPRoy Kapur Films",91,"Drama, Thriller",Hindi
Yodha,2024,5.7,Sagar AmbrePushkar Ojha,"Sidharth Malhotra,Raashi Khanna,Disha Patani",8900,469958.0,"Amazon Prime Video, Dharma Productions, Mentor Disciple Films",130,"Action, Drama, Thriller",Hindi
Radhe,2021,1.8,Prabhu Deva,"Salman Khan,Disha Patani,Randeep Hooda",181000,1900312.0,"Sohail Khan Production, Reel Life Production, Salman Khan Films",109,"Action, Thriller",Hindi
Dil Bechara,2020,8.3,Mukesh Chhabra,"Sushant Singh Rajput,Sanjana Sanghi,Sahil Vaid",136000,45171.0,Fox STAR Studios,101,"Comedy, Drama, Romance",Hindi
Sadak 2,2020,1.2,Mahesh Bhatt,"Sanjay Dutt,Alia Bhatt,Aditya Roy Kapoor",97000,2073.0,"Fox STAR Studios, Vishesh Films",133,"Action, Drama",Hindi
Barfi!,2012,8.1,Anurag Basu,"Ranbir Kapoor,Priyanka Chopra Jonas",90000,4490134.0,"UTV Motion Pictures, Ishana Movies",151,"Comedy, Drama, Romance",Hindi
Chak De! India,2007,8.1,Shimit Amin,"Shah Rukh Khan,Vidya Malvade,Sagarika Ghatge",87000,21505244.0,"Docklands Studios Melbourne, Times Square Alliance, Yash Raj Films International Ltd.",153,"Drama, Family, Sport",Hindi
The Kerala Story,2023,6.9,Sudipto SenVipul Amrutlal Shah,"Adah Sharma,Yogita Bihani,Sonia Balani",75000,122085.0,Sunshine Pictures,138,Drama,Hindi
Coolie No. 1,2020,4.2,David Dhawan,"Varun Dhawan,Sara Ali Khan,Paresh Rawal",75000,5124512.5,"Pooja Entertainment & Films, Puja Films",134,"Action, Comedy, Romance",Hindi
Queen,2013,8.1,Vikas Bahl,"Kangana Ranaut,Rajkummar Rao,Lisa Haydon",70000,502391.0,"Viacom18 Motion Pictures, New Amsterdam Film Company, Phantom Films",146,"Adventure, Comedy, Drama",Hindi
M.S. Dhoni: The Untold Stor,2016,8.0,Neeraj Pandey,"Sushant Singh Rajput,Kiara Advani,Disha Patani",72000,28903047.0,"Adarsh Telemedia, Fox STAR Studios, Friday Filmworks",184,"Biography, Drama, Sport",Hindi
Sachein,2005,7.4,John Mahendran,"Joseph Vijay,Genelia Deshmukh,Bipasha Basu",7700,320366.0,V. Creations,145,"Comedy, Drama, Romance",Tamil
Vikram,2022,8.3,Lokesh Kanagaraj,"Kamal Haasan,Vijay Sethupathi,Fahadh Faasil",81000,29837637.0,Raajkamal Films International,175,"Action, Crime, Thriller",Tamil
Meiyazhagan,2024,8.4,C. Prem Kumar,"Devadarshini Chetan,Indumathy Manikandan",14000,393589.0,2D Entertainment,177,"Period Drama, Drama, Family",Tamil
The Greatest of All Time,2024,5.7,Venkat Prabhu,"Joseph Vijay,Prabhu Deva",23000,4004296.0,AGS Entertainment,183,"Action, Thriller",Tamil
Leo,2023,7.2,Lokesh Kanagaraj,"Joseph Vijay,Sanjay Dutt,Trisha Krishnan",67000,6978436.0,"Seven Screen Studio, The Route",164,"Crime, Drama, Thriller",Tamil
HMM - Hug Me More,2024,9.8,Narasimman Packirisamy,"Narasimman Packirisamy,Anurag Mandal,Sharmila",1100,1021.0,Bright Entertainment Times,102,Horror,Tamil
Gentlewoman,2025,6.1,Joshua Sethuraman,"Lijo Mol Jose,Hari Krishnan,Losliya Mariyanesan",2800,50013.0,"Komala Hari Pictures, One Drop Ocean Pictures",113,Drama,Tamil
Sorgavaasal,2024,6.6,Sidharth Vishwanath,Hakkim Shah,1400,14292.0,"Swipe Right Studio, Think Studios",138,"Crime, Drama, Thriller",Tamil
96,2018,8.5,C. Prem Kumar,"Vijay Sethupathi,Trisha Krishnan,Adithya Bhaskar",41000,616333.0,"Goldmines Telefilms, Madras Enterprises",158,"Drama, Romance",Tamil
Sarkar,2018,6.7,A.R. Murugadoss,"Joseph Vijay,Keerthy Suresh",23000,2278361.0,Sun Pictures,163,"Drama, Action",Tamil
Visaaranai,2015,8.4,Vetrimaaran,"Dinesh,Samuthirakani,Anandhi",13000,1943.0,"Grass Root Film Company, Wunderbar Films",117,"Crime, Drama, Thriller",Tamil
Kanguva,2024,4.5,Siva,"Disha Patani,Bobby Deol",15000,741268.0,"Studio Green, UV Creations",152,"Drama, Fantasy, Thriller",Tamil
Soorarai Pottru,2020,8.7,Sudha Kongara,"Suriya,Aparna Balamurali,Paresh Rawal",127000,50013.0,"2D Entertainment, Sikhya Entertainment, Goldmines Telefilms",153,Drama,Tamil
Por Thozhil,2023,8.0,Vignesh Raja,"Lisha Chinnu,Ashok Selvan",12000,350534.0,"Applause Entertainment Ltd.E4 Experiments, Eprius Studio",147,"Action, Crime, Thriller",Tamil
See Saw,2025,7.3,Guna Subramaniam,"Natarajan Subramaniam,Nishanth Russo,Padine Kumar",1100,987421.0,Vidiyal Studios,145,"Crime, Drama, Thriller",Tamil
Vettaiyan,2024,7.0,T.J. Gnanavel,"Amitabh Bachchan,Fahadh Faasil",39000,2397623.0,Lyca Productions,163,"Action, Crime, Drama",Tamil
Tharaipadai,2025,8.6,Ram Prabha,"Sai Dhanyaa,Jeeva,Prajin Padmanabhan",775,481860.0,Stonex,104,Unknown,Tamil
Parking,2023,7.8,Ramkumar Balakrishnan,"Harish Kalyan,Indhuja Ravichandran",12000,2257.0,"Passion Studios, Soldiers' Factory",127,"Drama, Thriller",Tamil
Lubber Pandhu,2024,8.1,Tamizharasan Pachamuthu,"Devadarshini Chetan,Jensan Diwakar",6000,179459.0,Prince Pictures,146,"Comedy, Drama, Sport",Tamil
Jailer,2023,7.1,Nelson Dilipkumar,"Rajiikanth,Mohanla,Shivarajkumar",40000,4817871.0,Sun Pictures,168,"Comedy, Crime, Thriller",Tamil
Vikram Vedha,2017,8.2,GayatriPushkarGowtham Selvaraj,"Vijay Sethupathi,Shraddha Srinath",53000,546792.0,"Think Music, Y Not Studios",147,"Crime, Drama, Thriller",Tamil
Super Deluxe,2019,8.2,Thiagarajan Kumararaja,"Vijay Sethupathi,Fahadh Faasil,Samantha Ruth Prabhu",19000,273191.0,"Tyler Durden and Kino Fist, East West Dream Works Entertainment, Alchemy Vision Workz",176,"Crime, Drama, Thriller",Tamil
Raayan,2024,6.5,Dhanush,"Aparna Balamurali,Devadarshini Chetan",11000,1513558.0,"Sun Pictures, Sun TV Network",145,"Crime, Drama, Thriller",Tamil
Thangalaan,2024,6.6,Pa. Ranjith,"Parvathy Thiruvothu,Malavika Mohanan",6700,504376.0,"Studio Green, Neelam Productions",156,"Drama, Fantasy, History",Tamil
Dada,2023,8.1,Ganesh K. Babu,Aparna Das,7000,22125.0,Olympia Movies,132,"Drama, Family, Romance",Tamil
Chekka Chivantha Vaanam,2018,7.2,Mani Ratnam,"Arvind Swamy,Arun Vijay",7200,801810.0,"Lyca Productions, Madras Talkies",146,"Action, Drama, Thriller",Tamil
Ghajini,2005,7.6,A.R. Murugadoss,Asin Thottumkal,16000,481860.0,Leo Entertainment Pvt. Ltd.Sri Saravanaa Creaations,175,"Mystery, Romance, Thriller",Tamil
Maanaadu,2021,8.2,Venkat Prabhu,Kalyani Priyadarshan,26000,565759.0,V House Productions,147,"Action, Adventure, Sci-Fi",Tamil
Pizza,2012,7.9,Karthik Subbaraj,"Vijay Sethupathi,Ramya Nambeeshan,Aadukalam Naren",9200,85417.0,Thirukumaran Entertainment,127,"Horror, Mystery, Thriller",Tamil
Enthiran,2010,7.2,S. Shankar,"Aishwarya Rai Bachchan,Danny Denzongpa",32000,3889511.0,"Sun Pictures, Utopia Films",155,"Action, Sci-Fi, Thriller",Tamil
Kadhalikka Neramillai,2025,6.2,Kiruthiga Udhayanidhi,"Nithya Menen,Ravi Mohan",1800,70834.0,Red Giant Movies,140,Drama,Tamil
Master,2021,7.4,Lokesh Kanagaraj,"Josheph Vijay,Vijay Sethupathi,Malavika Mohanan",86000,28692230.0,"X.B. Film Creators, Seven Screen Studio, B4U Motion Pictures",178,"Crime, Drama, Thriller",Tamil
Indian 2,2024,3.8,S. Shankar,"Kamal Haasan,Rakul Preet Singh",16000,1883599.0,"Lyca Productions, Red Giant Movies",150,"Drama, Musical, Thriller",Tamil
Mark Antony,2023,6.6,Adhik Ravichandran,Ritu Varma,6100,95956.0,Mini Studios,150,"Crime, Drama, Sci-Fi",Tamil
Valimai,2022,6.0,H. Vinoth,"Ajith Kumar,Huma Qureshi,Kartikeya Gummakonda",21000,13276393.0,"Bayview Projects, Zee Studios",178,"Crime, Drama, Thriller",Tamil
Vada Chennai,2018,8.4,Vetrimaaran,"Ameer Sultan,Radha Ravi",21000,472865.0,"Goldmines Telefilms, Grass Root Film Company, Lyca Productions",164,"Crime, Drama, Thriller",Tamil
Beast,2022,5.2,Nelson Dilipkumar,"Joseph Vijay,Pooja Hegde",38000,18911959.0,Sun Pictures,155,"Comedy, Crime, Thriller",Tamil
Thiruchitrambalam,2022,7.9,Mithran Jawahar,Nithya Menen,17000,5342111.0,Sun Pictures,131,"Drama, Musical, Romance",Tamil
